,Unnamed: 0,part0,part1,part2,part3,part4,part5,-/-,-/+,+/-,+/+,output_phenotype,burden -/-,burden -/+,burden +/-,burden +/+
211,211,T10,pBAD,tfSp,T10,pPsrA,PsrA,"[[0, 0], [0, 0], [0, 0], [0, 0], [1, 0], [1, 0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 1], [0, 1]]","[[0, 0], [0, 0], [0, 0], [0, 0], [1, 0], [1, 0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 1], [0, 1]]","[[1, 0], [0, 1], [1, 0], [0, 1]]",0.5,0.5,0.5,0.5
212,212,T10,pBAD,tfSp,T10,pPsrA,tfSp,"[[0], [0], [0], [0], [1], [1]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [0], [0], [1], [1]]","[[1], [1], [1], [1]]",1.0,1.0,1.0,1.0
213,213,T10,pBAD,tfSp,T10,pTac,AraC,"[[0], [0], [0], [0], [0], [0]]","[[0], [0], [0], [0], [0], [0]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [1], [1]]",0.0,0.0,1.0,1.0
214,214,T10,pBAD,tfSp,T10,pTac,PsrA,"[[0], [0], [0], [0], [0], [0]]","[[0], [0], [0], [0], [0], [0]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [1], [1]]",0.0,0.0,1.0,1.0
215,215,T10,pBAD,tfSp,T10,pTac,tfSp,"[[0], [0], [0], [0], [0], [0]]","[[0], [0], [0], [0], [0], [0]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [1], [1]]",0.0,0.0,1.0,1.0
216,216,T10,pPsrA,AraC,pTet,pBAD,AraC,"[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [0], [0], [0]]",1.0,1.0,1.0,1.0
217,217,T10,pPsrA,AraC,pTet,pBAD,PsrA,"[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [0], [0], [0]]",1.0,1.0,1.0,1.0
218,218,T10,pPsrA,AraC,pTet,pBAD,tfSp,"[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [0], [0], [0]]",1.0,1.0,1.0,1.0
219,219,T10,pPsrA,AraC,pTet,pPsrA,AraC,"[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[1], [1], [1], [1]]",2.0,2.0,2.0,2.0
220,220,T10,pPsrA,AraC,pTet,pPsrA,PsrA,"[[0, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0]]","[[0], [0], [0], [1], [1], [1]]","[[0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]","[[0], [0], [0], [1], [1], [1]]","[[1, 0], [1], [0, 1], [1]]",1.0,1.0,1.0,1.0
221,221,T10,pPsrA,AraC,pTet,pPsrA,tfSp,"[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[1], [1], [1], [1]]",2.0,2.0,2.0,2.0
222,222,T10,pPsrA,AraC,pTet,pTac,AraC,"[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[1], [1], [1], [1]]",2.0,2.0,2.0,2.0
223,223,T10,pPsrA,AraC,pTet,pTac,PsrA,"[[0, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0]]","[[0], [0], [0], [1], [1], [1]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [0], [1], [1], [1]]","[[1, 0], [1], [1], [1]]",1.0,1.0,1.0,1.0
224,224,T10,pPsrA,AraC,pTet,pTac,tfSp,"[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[1], [1], [1], [1]]",2.0,2.0,2.0,2.0
225,225,T10,pPsrA,AraC,T10,pBAD,AraC,"[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [0], [0], [0]]",1.0,1.0,1.0,1.0
226,226,T10,pPsrA,AraC,T10,pBAD,PsrA,"[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [0], [0], [0]]",1.0,1.0,1.0,1.0
227,227,T10,pPsrA,AraC,T10,pBAD,tfSp,"[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [0], [0], [0]]",1.0,1.0,1.0,1.0
228,228,T10,pPsrA,AraC,T10,pPsrA,AraC,"[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[1], [1], [1], [1]]",2.0,2.0,2.0,2.0
229,229,T10,pPsrA,AraC,T10,pPsrA,PsrA,"[[0, 0], [1, 0], [1, 0], [0, 0], [1, 0], [1, 0]]","[[0, 0], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1]]","[[0, 0], [1, 0], [1, 0], [0, 0], [1, 0], [1, 0]]","[[0, 0], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1]]","[[1, 0], [0, 1], [1, 0], [0, 1]]",1.0,1.0,1.0,1.0
230,230,T10,pPsrA,AraC,T10,pPsrA,tfSp,"[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[1], [1], [1], [1]]",2.0,2.0,2.0,2.0
231,231,T10,pPsrA,AraC,T10,pTac,AraC,"[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[0], [0], [1], [1]]",1.0,1.0,2.0,2.0
232,232,T10,pPsrA,AraC,T10,pTac,PsrA,"[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [1], [1]]",1.0,1.0,1.0,1.0
233,233,T10,pPsrA,AraC,T10,pTac,tfSp,"[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[0], [0], [1], [1]]",1.0,1.0,2.0,2.0
234,234,T10,pPsrA,PsrA,pTet,pBAD,AraC,"[[0, 0], [1, 0], [1, 0], [1, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [1, 1], [0, 0], [0, 0]]","[[0, 0], [1, 0], [1, 0], [1, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [1, 1], [0, 0], [0, 0]]","[[0], [0], [0], [0]]",0.5,0.5,0.5,0.5
235,235,T10,pPsrA,PsrA,pTet,pBAD,PsrA,"[[0, 0], [1, 0], [1, 0], [1, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [1, 1], [0, 0], [0, 0]]","[[0, 0], [1, 0], [1, 0], [1, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [1, 1], [0, 0], [0, 0]]","[[0], [0], [0], [0]]",0.5,0.5,0.5,0.5
236,236,T10,pPsrA,PsrA,pTet,pBAD,tfSp,"[[0, 0], [1, 0], [1, 0], [1, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [1, 1], [0, 0], [0, 0]]","[[0, 0], [1, 0], [1, 0], [1, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [1, 1], [0, 0], [0, 0]]","[[0], [0], [0], [0]]",0.5,0.5,0.5,0.5
237,237,T10,pPsrA,PsrA,pTet,pPsrA,AraC,"[[0, 0], [1, 0], [1, 0], [1, 0], [1, 1], [1, 1]]","[[0, 0], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1]]","[[0, 0], [1, 0], [1, 0], [1, 0], [1, 1], [1, 1]]","[[0, 0], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1]]","[[1], [1], [1], [1]]",1.5,1.5,1.5,1.5
238,238,T10,pPsrA,PsrA,pTet,pPsrA,PsrA,"[[0, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0]]","[[0], [0], [0], [1], [1], [1]]","[[0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]","[[0], [0], [0], [1], [1], [1]]","[[1, 0], [1], [0, 1], [1]]",1.0,1.0,1.0,1.0
239,239,T10,pPsrA,PsrA,pTet,pPsrA,tfSp,"[[0, 0], [1, 0], [1, 0], [1, 0], [1, 1], [1, 1]]","[[0, 0], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1]]","[[0, 0], [1, 0], [1, 0], [1, 0], [1, 1], [1, 1]]","[[0, 0], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1]]","[[1], [1], [1], [1]]",1.5,1.5,1.5,1.5
240,240,T10,pPsrA,PsrA,pTet,pTac,AraC,"[[0, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0]]","[[0, 0], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1]]","[[0, 0], [1, 0], [1, 0], [1, 0], [1, 1], [1, 1]]","[[0, 0], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1]]","[[1, 0], [1], [1], [1]]",1.0,1.5,1.5,1.5
241,241,T10,pPsrA,PsrA,pTet,pTac,PsrA,"[[0, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0]]","[[0], [0], [0], [1], [1], [1]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [0], [1], [1], [1]]","[[1, 0], [1], [1], [1]]",1.0,1.0,1.0,1.0
242,242,T10,pPsrA,PsrA,pTet,pTac,tfSp,"[[0, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0]]","[[0, 0], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1]]","[[0, 0], [1, 0], [1, 0], [1, 0], [1, 1], [1, 1]]","[[0, 0], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1]]","[[1, 0], [1], [1], [1]]",1.0,1.5,1.5,1.5
243,243,T10,pPsrA,PsrA,T10,pBAD,AraC,"[[0, 0], [1, 0], [1, 0], [0, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [0, 0], [0, 0], [0, 0]]","[[0, 0], [1, 0], [1, 0], [0, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [0, 0], [0, 0], [0, 0]]","[[0], [0], [0], [0]]",0.5,0.5,0.5,0.5
244,244,T10,pPsrA,PsrA,T10,pBAD,PsrA,"[[0, 0], [1, 0], [1, 0], [0, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [0, 0], [0, 0], [0, 0]]","[[0, 0], [1, 0], [1, 0], [0, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [0, 0], [0, 0], [0, 0]]","[[0], [0], [0], [0]]",0.5,0.5,0.5,0.5
245,245,T10,pPsrA,PsrA,T10,pBAD,tfSp,"[[0, 0], [1, 0], [1, 0], [0, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [0, 0], [0, 0], [0, 0]]","[[0, 0], [1, 0], [1, 0], [0, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [0, 0], [0, 0], [0, 0]]","[[0], [0], [0], [0]]",0.5,0.5,0.5,0.5
246,246,T10,pPsrA,PsrA,T10,pPsrA,AraC,"[[0, 0], [1, 0], [1, 0], [0, 0], [0, 1], [0, 1]]","[[0, 0], [0, 1], [0, 1], [0, 0], [1, 0], [1, 0]]","[[0, 0], [1, 0], [1, 0], [0, 0], [0, 1], [0, 1]]","[[0, 0], [0, 1], [0, 1], [0, 0], [1, 0], [1, 0]]","[[0, 1], [1, 0], [0, 1], [1, 0]]",1.0,1.0,1.0,1.0
247,247,T10,pPsrA,PsrA,T10,pPsrA,PsrA,"[[0, 0, 0], [1, 0, 0], [1, 0, 0], [0, 0, 0], [0, 1, 0], [0, 1, 0]]","[[0, 0, 0], [0, 0, 1], [0, 0, 1], [0, 0, 0], [1, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 1, 0], [0, 0, 0], [0, 0, 1], [0, 0, 1]]","[[0, 0, 0], [1, 0, 0], [1, 0, 0], [0, 0, 0], [0, 1, 0], [0, 1, 0]]","[[0], [1, 0, 0], [0, 0, 1], [0]]",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
248,248,T10,pPsrA,PsrA,T10,pPsrA,tfSp,"[[0, 0], [1, 0], [1, 0], [0, 0], [0, 1], [0, 1]]","[[0, 0], [0, 1], [0, 1], [0, 0], [1, 0], [1, 0]]","[[0, 0], [1, 0], [1, 0], [0, 0], [0, 1], [0, 1]]","[[0, 0], [0, 1], [0, 1], [0, 0], [1, 0], [1, 0]]","[[0, 1], [1, 0], [0, 1], [1, 0]]",1.0,1.0,1.0,1.0
249,249,T10,pPsrA,PsrA,T10,pTac,AraC,"[[0, 0], [1, 0], [1, 0], [0, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [0, 0], [0, 0], [0, 0]]","[[0, 0], [1, 0], [1, 0], [0, 0], [1, 1], [1, 1]]","[[0, 0], [0, 1], [0, 1], [0, 0], [1, 1], [1, 1]]","[[0], [0], [1], [1]]",0.5,0.5,1.5,1.5
250,250,T10,pPsrA,PsrA,T10,pTac,PsrA,"[[0, 0], [1, 0], [1, 0], [0, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [0, 0], [0, 0], [0, 0]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [1], [1]]",0.5,0.5,1.0,1.0
251,251,T10,pPsrA,PsrA,T10,pTac,tfSp,"[[0, 0], [1, 0], [1, 0], [0, 0], [0, 0], [0, 0]]","[[0, 0], [0, 1], [0, 1], [0, 0], [0, 0], [0, 0]]","[[0, 0], [1, 0], [1, 0], [0, 0], [1, 1], [1, 1]]","[[0, 0], [0, 1], [0, 1], [0, 0], [1, 1], [1, 1]]","[[0], [0], [1], [1]]",0.5,0.5,1.5,1.5
252,252,T10,pPsrA,tfSp,pTet,pBAD,AraC,"[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [0], [0], [0]]",1.0,1.0,1.0,1.0
253,253,T10,pPsrA,tfSp,pTet,pBAD,PsrA,"[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [0], [0], [0]]",1.0,1.0,1.0,1.0
254,254,T10,pPsrA,tfSp,pTet,pBAD,tfSp,"[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [1], [1], [1], [0], [0]]","[[0], [0], [0], [0]]",1.0,1.0,1.0,1.0
255,255,T10,pPsrA,tfSp,pTet,pPsrA,AraC,"[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[1], [1], [1], [1]]",2.0,2.0,2.0,2.0
256,256,T10,pPsrA,tfSp,pTet,pPsrA,PsrA,"[[0, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0]]","[[0], [0], [0], [1], [1], [1]]","[[0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]","[[0], [0], [0], [1], [1], [1]]","[[1, 0], [1], [0, 1], [1]]",1.0,1.0,1.0,1.0
257,257,T10,pPsrA,tfSp,pTet,pPsrA,tfSp,"[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[1], [1], [1], [1]]",2.0,2.0,2.0,2.0
258,258,T10,pPsrA,tfSp,pTet,pTac,AraC,"[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[1], [1], [1], [1]]",2.0,2.0,2.0,2.0
259,259,T10,pPsrA,tfSp,pTet,pTac,PsrA,"[[0, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0]]","[[0], [0], [0], [1], [1], [1]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [0], [1], [1], [1]]","[[1, 0], [1], [1], [1]]",1.0,1.0,1.0,1.0
260,260,T10,pPsrA,tfSp,pTet,pTac,tfSp,"[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[0], [1], [1], [1], [1], [1]]","[[1], [1], [1], [1]]",2.0,2.0,2.0,2.0
261,261,T10,pPsrA,tfSp,T10,pBAD,AraC,"[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [0], [0], [0]]",1.0,1.0,1.0,1.0
262,262,T10,pPsrA,tfSp,T10,pBAD,PsrA,"[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [0], [0], [0]]",1.0,1.0,1.0,1.0
263,263,T10,pPsrA,tfSp,T10,pBAD,tfSp,"[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [0], [0], [0]]",1.0,1.0,1.0,1.0
264,264,T10,pPsrA,tfSp,T10,pPsrA,AraC,"[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[1], [1], [1], [1]]",2.0,2.0,2.0,2.0
265,265,T10,pPsrA,tfSp,T10,pPsrA,PsrA,"[[0, 0], [1, 0], [1, 0], [0, 0], [1, 0], [1, 0]]","[[0, 0], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1]]","[[0, 0], [1, 0], [1, 0], [0, 0], [1, 0], [1, 0]]","[[0, 0], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1]]","[[1, 0], [0, 1], [1, 0], [0, 1]]",1.0,1.0,1.0,1.0
266,266,T10,pPsrA,tfSp,T10,pPsrA,tfSp,"[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[1], [1], [1], [1]]",2.0,2.0,2.0,2.0
267,267,T10,pPsrA,tfSp,T10,pTac,AraC,"[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [1], [1]]","[[0], [1], [1], [0], [1], [1]]","[[0], [0], [1], [1]]",1.0,1.0,2.0,2.0
268,268,T10,pPsrA,tfSp,T10,pTac,PsrA,"[[0], [1], [1], [0], [0], [0]]","[[0], [1], [1], [0], [0], [0]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [0], [0], [1], [1]]","[[0], [0], [1], [1]]",1.0,1.0,1.0,1.0
